identifier	case	otest_types	semantics	profiles	status	normative_syntax	premise	conclusion	rl_corpus	dl_corpus	dl_probe
WebOnt-I5.2-004	webont-i5-2-004	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-I5.2-005	webont-i5-2-005	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-I5.2-006	webont-i5-2-006	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-I5.2-010	webont-i5-2-010	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.2-011	webont-i5-2-011	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.21-002	webont-i5-21-002	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.24-001	webont-i5-24-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.24-002	webont-i5-24-002	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.24-003	webont-i5-24-003	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.24-004	webont-i5-24-004	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.26-001	webont-i5-26-001	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-002	webont-i5-26-002	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-003	webont-i5-26-003	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-004	webont-i5-26-004	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-005	webont-i5-26-005	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-006	webont-i5-26-006	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-007	webont-i5-26-007	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.26-009	webont-i5-26-009	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.26-010	webont-i5-26-010	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-I5.3-005	webont-i5-3-005	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-006	webont-i5-3-006	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-007	webont-i5-3-007	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-008	webont-i5-3-008	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-009	webont-i5-3-009	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-010	webont-i5-3-010	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-011	webont-i5-3-011	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.3-014	webont-i5-3-014	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.3-015	webont-i5-3-015	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.5-001	webont-i5-5-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-I5.5-002	webont-i5-5-002	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-I5.5-003	webont-i5-5-003	InconsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-I5.5-004	webont-i5-5-004	InconsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-I5.5-005	webont-i5-5-005	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-I5.5-006	webont-i5-5-006	ConsistencyTest;NegativeEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-I5.5-007	webont-i5-5-007	ConsistencyTest;NegativeEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-I5.8-001	webont-i5-8-001	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Extracredit	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-I5.8-002	webont-i5-8-002	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Extracredit	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-I5.8-003	webont-i5-8-003	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Extracredit	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-I5.8-004	webont-i5-8-004	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Extracredit	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-I5.8-005	webont-i5-8-005	ConsistencyTest;NegativeEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Extracredit	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-I5.8-006	webont-i5-8-006	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-I5.8-007	webont-i5-8-007	ConsistencyTest;NegativeEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	RL	Approved	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-I5.8-008	webont-i5-8-008	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-I5.8-009	webont-i5-8-009	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-I5.8-010	webont-i5-8-010	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I5.8-011	webont-i5-8-011	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-I5.8-013	webont-i5-8-013	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.8-014	webont-i5-8-014	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.8-015	webont-i5-8-015	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.8-016	webont-i5-8-016	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-I5.8-017	webont-i5-8-017	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-I6.1-001	webont-i6-1-001	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-imports-001	webont-imports-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-imports-002	webont-imports-002	ConsistencyTest;NegativeEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-imports-003	webont-imports-003	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-imports-004	webont-imports-004		DIRECT;RDF-BASED	-	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-imports-005	webont-imports-005		DIRECT;RDF-BASED	-	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-imports-006	webont-imports-006		DIRECT;RDF-BASED	-	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-imports-007	webont-imports-007		DIRECT;RDF-BASED	-	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-imports-008	webont-imports-008		DIRECT;RDF-BASED	-	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-imports-010	webont-imports-010	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-imports-011	webont-imports-011	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-imports-012	webont-imports-012	ConsistencyTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-imports-013	webont-imports-013	ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-imports-014	webont-imports-014		DIRECT;RDF-BASED	-	-	RDFXML	no	none	not-an-entailment-test	not-a-consistency-test	not-a-consistency-test
WebOnt-intersectionOf-001	webont-intersectionof-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-InverseFunctionalProperty-001	webont-inversefunctionalproperty-001	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-InverseFunctionalProperty-002	webont-inversefunctionalproperty-002	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-InverseFunctionalProperty-003	webont-inversefunctionalproperty-003	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-InverseFunctionalProperty-004	webont-inversefunctionalproperty-004	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-inverseOf-001	webont-inverseof-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-maxCardinality-001	webont-maxcardinality-001	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-miscellaneous-001	webont-miscellaneous-001	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	withholds-parse
WebOnt-miscellaneous-002	webont-miscellaneous-002	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	withholds-parse
WebOnt-miscellaneous-011	webont-miscellaneous-011	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Extracredit	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-miscellaneous-102	webont-miscellaneous-102	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-miscellaneous-103	webont-miscellaneous-103	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-miscellaneous-202	webont-miscellaneous-202	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-miscellaneous-203	webont-miscellaneous-203	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-miscellaneous-204	webont-miscellaneous-204	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-miscellaneous-301	webont-miscellaneous-301	ConsistencyTest;NegativeEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-miscellaneous-302	webont-miscellaneous-302	ConsistencyTest;NegativeEntailmentTest;ProfileIdentificationTest	RDF-BASED	EL;QL	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-miscellaneous-302-Direct	webont-miscellaneous-302-direct	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT	EL;QL	Approved	RDFXML	yes	conclusion	direct-semantics-only	graded	graded
WebOnt-miscellaneous-303	webont-miscellaneous-303	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Nothing-001	webont-nothing-001	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL;RL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Nothing-002	webont-nothing-002	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-oneOf-001	webont-oneof-001	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-oneOf-002	webont-oneof-002	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-oneOf-003	webont-oneof-003	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-oneOf-004	webont-oneof-004	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	withholds-parse
WebOnt-Ontology-001	webont-ontology-001	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-Ontology-003	webont-ontology-003	ConsistencyTest;NegativeEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-Ontology-004	webont-ontology-004	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-Restriction-001	webont-restriction-001	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Restriction-002	webont-restriction-002	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Restriction-003	webont-restriction-003	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Restriction-004	webont-restriction-004	ConsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Restriction-005	webont-restriction-005	ConsistencyTest;NegativeEntailmentTest;ProfileIdentificationTest	RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-Restriction-005-direct	webont-restriction-005-direct	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT	-	Proposed	RDFXML	yes	conclusion	direct-semantics-only	graded	graded
WebOnt-Restriction-006	webont-restriction-006	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-sameAs-001	webont-sameas-001	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;RL	Approved	RDFXML	yes	conclusion	graded-positive	graded	graded
WebOnt-someValuesFrom-001	webont-somevaluesfrom-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-someValuesFrom-002	webont-somevaluesfrom-002	ConsistencyTest;NegativeEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	non-conclusion	graded-negative	not-vendored	decides-consistent
WebOnt-someValuesFrom-003	webont-somevaluesfrom-003	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-SymmetricProperty-001	webont-symmetricproperty-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-SymmetricProperty-002	webont-symmetricproperty-002	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	not-vendored	decides-consistent
WebOnt-SymmetricProperty-003	webont-symmetricproperty-003	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-Thing-003	webont-thing-003	InconsistencyTest;ProfileIdentificationTest	DIRECT;RDF-BASED	EL;QL	Approved	RDFXML	yes	none	not-an-entailment-test	graded	graded
WebOnt-Thing-004	webont-thing-004	ConsistencyTest;ProfileIdentificationTest	DIRECT	EL	Approved	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-Thing-005	webont-thing-005	InconsistencyTest;ProfileIdentificationTest	RDF-BASED	EL	Proposed	RDFXML	yes	none	not-an-entailment-test	not-vendored	decides-consistent
WebOnt-TransitiveProperty-001	webont-transitiveproperty-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-TransitiveProperty-002	webont-transitiveproperty-002	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-unionOf-001	webont-unionof-001	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-unionOf-002	webont-unionof-002	ConsistencyTest;PositiveEntailmentTest	DIRECT;RDF-BASED	-	Proposed	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-unionOf-003	webont-unionof-003	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
WebOnt-unionOf-004	webont-unionof-004	ConsistencyTest;PositiveEntailmentTest;ProfileIdentificationTest	DIRECT;RDF-BASED	-	Approved	RDFXML	yes	conclusion	outside-rl-profile	graded	graded
